postcode_heuristic, commute_time
481.04784520378814, 0.12
2153.4873301094935, 0.33
0.0, 0.0
1262.759667143278, 0.94
877.8383997631166, 1.94
1443.536307109379, 0.17
491.1181596717865, 0.2
0.0, 0.0
1239.426023325582, 0.17
311.32063260551763, 0.15
0.0, 0.0
269.9162919049857, 0.19
855.5508243871565, 0.57
310.7566571876061, 0.19
845.3059241775355, 0.54
1321.0426340419765, 0.17
555.6623757073518, 1.15
787.1812756376484, 0.18
269.8934517261845, 0.15
573.6847162063054, 0.85
338.8603536868292, 0.01
841.4265506870042, 0.57
1141.5385168964235, 0.35
234.14731271517823, 0.14
159.35258375058535, 0.48
829.7530079840956, 0.12
1315.8014849252152, 0.63
454.0262459940508, 0.24
1315.544303503506, 0.85
979.6989244279323, 0.74
893.6695797120221, 0.17
962.6386963994661, 0.62
0.0, 0.0
0.0, 0.0
501.86027925239625, 0.02
1948.7163070827417, 2.74
359.9374288822017, 0.2
1630.8954640289196, 0.5
332.67903595785066, 0.05
2967.344428844456, 3.03
1944.2571756438513, 0.24
2228.0479600774675, 0.09
962.715343690335, 0.37
579.0415997113237, 0.23
514.9189666596228, 0.58
347.9849423319316, 0.31
270.20497734056556, 0.27
0.0, 0.0
594.7127132978349, 0.62
464.12095812334866, 0.06
402.52281630106273, 0.53
0.0, 0.0
1076.8048148281325, 0.64
678.0519643716856, 0.15
25.58707768395366, 0.23
527.8247514021161, 0.26
467.3441388282266, 1.12
1559.2932328716554, 0.0
794.0240589611655, 0.36
268.6201353611324, 0.4
561.3084543553778, 0.3
1563.0493326880007, 1.75
491.357053665781, 0.5
2181.7898380983606, 1.14
556.0100075973463, 1.79
301.0469375171002, 0.05
325.33061455206564, 0.05
178.47449409616223, 0.14
2609.444175389929, 1.88
0.0, 0.0
0.0, 0.0
722.708991588988, 0.26
742.7995490161824, 0.07
2323.988964543755, 0.42
670.6314685735864, 1.22
542.8054348801379, 0.0
0.0, 0.0
350.14835674684645, 0.6
231.84781326304474, 0.0
2287.9054162042057, 1.64
302.67276952158164, 0.42
0.0, 0.0
1315.1579275993977, 1.51
50.51797217119452, 0.17
259.08794208203307, 0.52
0.0, 0.0
3194.1553113857603, 4.2
2213.8839800886103, 1.03
913.4771317671821, 0.66
2160.9899626227348, 0.2
1650.2272636272844, 0.11
498.6938829491907, 0.62
1529.2351133092766, 2.62
1031.773914874468, 0.06
2968.8110319708626, 0.73
1378.6620663840754, 0.55
747.15662307171, 0.28
500.8177213791727, 0.43
509.0529496126778, 0.31
290.92468075841145, 0.0
93.59028374070598, 0.1
273.82533110206407, 0.12
785.6740151651683, 1.39
2823.0693239080615, 3.62
485.388563190883, 0.42
578.9767999530518, 0.33
459.9051952768668, 0.37
2922.207045094659, 3.6
334.1028741803691, 0.19
946.463533665141, 0.25
1379.937058495193, 0.42
787.3435793893432, 0.14
430.65904588120287, 0.08
315.1300417308854, 0.07
1363.4513697501054, 0.07
1062.6195870287133, 0.33
882.4277327088678, 0.1
1297.0428642455558, 1.39
630.5287639999914, 0.2
173.5941733883571, 0.46
247.77464028037386, 0.03
551.8370659871366, 0.0
3088.4191119505404, 2.31
0.0, 0.0
1221.8894561354914, 0.82
459.48667386241095, 0.28
0.0, 0.0
1481.173432956342, 1.1
0.0, 0.0
602.7042371426868, 0.03
1471.971246663211, 0.83
127.69852606778423, 0.37
1692.988418743102, 0.08
210.62984923027992, 0.0
342.5055102262229, 0.12
0.0, 0.0
1119.948061880647, 0.11
0.0, 0.0
36.9506586011181, 0.13
92.96052370643322, 0.12
479.48317060252873, 0.33
423.912929175941, 0.0
294.38881427357273, 0.26
1024.2803639211097, 0.56
0.0, 0.0
2716.375850334045, 0.47
171.71403460571105, 0.27
1164.6142121219434, 1.48
0.0, 0.0
1705.5224263628918, 0.68
1633.7358491514626, 0.12
5476.222902939466, 0.82
252.66680531379723, 0.09
0.0, 0.0
864.8303559660748, 0.16
0.0, 0.0
228.02525466043153, 0.09
0.0, 0.0
972.3572467961262, 1.39
260.53156150078433, 0.21
221.68754453159696, 0.04
1130.2254380330664, 1.13
0.0, 0.0
485.29037156385584, 0.46
1219.3264184103175, 1.3
538.028603349999, 0.32
510.9632492884146, 0.29
2120.306566192178, 0.64
517.8228654660447, 0.32
383.9862089444974, 0.14
146.61885639429443, 0.13
630.0667170772064, 0.36
489.2022553502314, 0.22
2092.53186250762, 2.0
871.7678401343773, 0.13
1655.6398070267924, 0.21
867.0306610205619, 0.91
133.68639691779578, 0.26
0.0, 0.0
267.45242043869206, 0.0
370.83991540011743, 0.16
0.0, 0.0
305.5223466383806, 0.05
565.9343786375791, 0.28
330.6088366037368, 0.33
328.2847902070144, 0.2
323.71788428884105, 0.87
664.7713235400059, 0.31
1916.2936442073192, 0.63
11386.16487027587, 0.48
785.6948076005194, 0.33
0.0, 0.0
1495.229618680481, 1.14
0.0, 0.0
146.9431604698489, 0.13
126.62358674262956, 0.18
291.6474382365508, 0.1
256.81032898232576, 0.11
224.65784430945115, 0.0
1354.2477340616429, 0.14
178.65774003649344, 0.09
31.348877331178432, 0.0
1746.8301391102295, 0.67
484.6335302482803, 0.5
626.8043056555309, 0.0
1036.352375743961, 0.25
1571.7276421969482, 0.24
833.2543277692216, 0.14
80.58342927153129, 0.0
2298.569854089174, 0.16
1475.9186877828354, 0.26
3880.5821468158156, 0.24
2680.722955523815, 2.58
145.32957076677886, 0.0
0.0, 0.0
266.56768178079017, 0.08
1066.8448997656815, 0.34
431.1200163978783, 0.08
0.0, 0.0
1067.0111622586437, 0.74
44.97284752641536, 0.16
411.9596387257665, 0.13
1137.1254138057395, 0.54
222.7251273382341, 0.06
1115.1446879255768, 0.26
1217.3457604044527, 0.71
700.5624595802879, 0.17
1154.544738667176, 0.46
635.295792031927, 0.0
0.0, 0.0
772.1589130404824, 1.46
180.93912028502456, 0.13
597.760033932007, 0.37
1138.2022751111026, 0.38
1785.0983961978216, 2.74
391.2010014695502, 0.07
4204.69977535022, 0.6
235.80612712165706, 0.2
555.4597952883731, 0.1
1271.9000110314753, 0.37
0.0, 0.0
49.73030765815372, 0.15
35.2149619802622, 0.1
2533.872579149174, 3.38
939.0054251670837, 0.64
0.0, 0.0
0.0, 0.0
557.2391157350789, 0.27
928.8930608892225, 0.23
201.66990603020153, 0.05
1460.9346562383205, 0.76
970.3850116278015, 0.99
824.6458932408435, 0.44
1268.2538645140871, 0.43
1693.9087463408957, 0.18
0.0, 0.0
3881.229699475606, 2.38
295.3242656052412, 0.08
114.70075004902046, 0.0
1158.8637126717651, 1.53
0.0, 0.0
300.67075836692226, 0.0
818.4596000234656, 0.38
835.6899894229283, 0.26
0.0, 0.0
210.52364600121038, 0.0
3938.4288262615623, 3.65
274.22968503845067, 0.17
190.98671938099974, 0.0
499.31207227316963, 0.31
847.1433456336129, 0.23
326.04656956484814, 0.24
1211.2599795018057, 2.1
0.0, 0.0
0.0, 0.0
941.7521332815362, 0.0
1388.8955197078508, 0.18
1936.2971597244828, 0.75
439.209153421575, 0.0
711.0186683098374, 1.18
529.7202379338373, 0.21
613.5908941010565, 0.29
1119.2195430931217, 0.41
169.43011984206294, 0.14
567.8304256940678, 0.67
350.66697276487656, 0.0
191.1877492083437, 0.23
422.53518504047474, 0.09
1026.5834441346424, 0.59
18.635569310032892, 0.05
772.1550993612817, 0.08
1072.2106124611169, 0.59
2430.1763353129168, 1.02
1889.113113957945, 0.26
206.65688919058533, 0.0
2783.3283283852247, 0.69
88.48517936061174, 0.1
642.8082051353308, 0.18
598.4524285098198, 0.06
413.03534524340574, 0.17
1172.4901666135308, 0.54
2715.451643615789, 1.96
1019.7844385504663, 1.3
1015.3514152961184, 0.59
525.4381435120201, 0.13
790.8264282801855, 0.78
191.02691617261203, 0.14
674.421342589233, 0.38
533.2823299853977, 0.19
0.0, 0.0
1410.8895918047756, 1.59
1528.6362169795837, 1.53
3354.0948300646737, 0.1
393.1094754789922, 0.09
1287.8719662408714, 0.36
1283.359169146882, 1.51
396.8446801824337, 0.25
0.0, 0.0
970.8380710291226, 0.24
1053.2016159554523, 0.22
606.5049486190492, 0.03
619.7961528221405, 0.06
0.0, 0.0
1407.8564949551178, 0.35
417.5110876977336, 0.14
770.0725037934437, 0.25
610.6950153370625, 0.0
441.9066442508866, 0.0
417.54824291577773, 0.09
2761.19828147898, 1.93
964.349282488478, 0.29
1875.0680224463022, 0.61
276.191370670854, 0.59
2225.4926513094115, 0.2
1222.4967871626857, 0.88
1048.8369064963308, 0.3
518.2398041032405, 0.21
331.2092033670028, 0.06
227.6893353056619, 0.72
1393.0573287110005, 0.12
494.8011554001722, 0.37
208.83683218806954, 0.32
87.8686865022993, 0.09
1616.5617903843586, 1.71
401.9794482978945, 0.13
595.138809628422, 0.0
1228.080475455875, 0.01
741.0884196875026, 0.33
833.8726631007066, 0.66
1109.326265046988, 1.27
283.14622433954315, 0.28
4017.954051250604, 0.13
1824.491316872335, 0.67
0.0, 0.0
14143.185849928304, 1.02
992.6205377768022, 0.56
3106.27672380671, 3.31
1410.5016238619, 0.24
1746.3314583060746, 0.61
863.2454684004867, 0.18
136.59252101934715, 0.24
2971.481748419774, 1.22
899.8590885065529, 0.09
1381.0344108176043, 0.75
447.9959653717458, 0.12
693.729892249691, 0.1
1813.1217656730823, 2.58
506.6852046827458, 0.02
525.9446991849985, 0.73
407.68221396447467, 0.43
1562.0009460858207, 0.52
391.76059071471565, 0.03
598.3631975492933, 0.93
1433.36954026718, 0.86
404.04335226306875, 0.06
757.6593792784206, 0.95
138.7242040439877, 0.2
0.0, 0.0
262.1207115577518, 0.0
2030.588678156894, 2.91
1442.2356629850174, 1.18
3243.4106838302364, 2.52
624.0022308626801, 0.06
406.4545938108263, 0.14
808.2500130416998, 0.41
1144.9230849384435, 0.25
446.07574036523783, 0.25
237.28839425370705, 0.12
578.541913655526, 0.24
98.38801733393086, 0.08
533.9553603175355, 0.31
0.0, 0.0
308.97218794584717, 0.27
263.7868493042472, 0.16
1477.0222551156385, 1.25
0.0, 0.0
354.1504429573307, 0.1
551.0847619555834, 0.26
0.0, 0.0
252.77367378158507, 0.06
2037.3733037780155, 2.33
1928.0789792888559, 1.15
973.9044580565484, 0.21
1467.4595770602234, 0.3
0.0, 0.0
0.0, 0.0
0.0, 0.0
753.0441901210137, 0.81
593.755883488804, 0.34
89.71561823767938, 0.0
963.0438119355694, 0.34
3382.0903221282692, 2.34
2011.1093513886603, 1.98
3801.188764971374, 3.28
2500.9105424532495, 0.07
822.1399018160693, 0.41
257.50646879823194, 0.41
788.6032261390244, 0.3
2081.9555919708882, 0.86
531.1952488197633, 0.05
605.205880462099, 0.7
103.69937174760322, 0.26
231.27526641060848, 0.0
422.907481496046, 0.34
2234.9137954876833, 1.81
1103.7372517980818, 0.36
364.4872758138569, 0.35
1076.8840574091882, 0.76
763.8022073054829, 0.73
950.7075781330974, 0.7
0.0, 0.0
1494.1833037272925, 0.68
639.4351607183587, 0.41
165.38244675195503, 0.04
1012.2404659285389, 0.0
13.87082239656653, 0.0
590.4124001986152, 0.17
1355.608545325093, 2.44
223.98713585351535, 0.91
1723.1396362601863, 0.3
573.0372353319245, 0.01
873.2680170484458, 0.46
239.3179312263194, 0.13
538.7836058782309, 0.1
1484.9202205647875, 0.61
1638.669015194088, 0.07
1552.828338986224, 0.3
1407.7883791933161, 0.29
399.419160380075, 0.15
61.35682035948279, 0.02
1158.1489533387917, 0.22
1391.865712032809, 0.69
913.710399694735, 0.8
397.0448479690641, 0.0
788.358846634291, 0.19
441.4639941182537, 0.07
0.0, 0.0
121.17618923759812, 0.12
1250.3378911948175, 1.62
0.0, 0.0
1080.0232060809828, 0.44
383.03876558284946, 0.07
520.596922400614, 0.23
1332.785187946818, 0.44
321.67917740391783, 0.04
1094.383225108128, 0.14
227.91277654510722, 0.0
1216.857275932929, 0.35
0.0, 0.0
275.9762236128711, 0.0
688.8253180628141, 0.21
2225.3674505339486, 0.29
553.9101652266515, 1.03
2339.5490903196737, 3.27
3068.9226596430026, 0.81
346.09387167709843, 0.0
301.00924357721476, 0.15
1865.8457081773486, 2.39
0.0, 0.0
1049.830674857469, 1.81
0.0, 0.0
0.0, 0.0
162.47732823364686, 0.0
673.6186822529536, 0.24
443.2570559634717, 0.01
0.0, 0.0
540.0338378434581, 0.21
0.0, 0.0
186.0638578935594, 0.13
2595.200829732739, 0.2
484.859165286487, 0.22
895.9012456383067, 0.3
607.9135375256782, 0.0
554.0639650697453, 0.0
93.59260576237655, 0.11
3178.1438402052286, 1.43
1254.0435940743416, 0.29
1315.775390672236, 1.14
816.0935350644716, 0.27
0.0, 0.0
410.0604118687364, 0.59
225.1761612477959, 0.17
303.0742944533265, 0.17
1056.3001607397139, 0.36
277.17865542979797, 0.23
